time_s,maximum_receiving_voltage_difference_v,maximum_terminal_current_difference_a,maximum_terminal_power_difference_w,maximum_cumulative_energy_difference_j,coarse_maximum_kcl_residual_a,refined_maximum_kcl_residual_a
0.00134,5527.82002751,135.802222682,39562781.8791,1292.78614367,4.36557456851e-11,3.63797880709e-11
0.00135,4634.86390155,92.697278031,45455082.1726,911.869495272,4.36557456851e-11,3.63797880709e-11
0.00136,3331.95618236,79.4995856778,21518951.294,606.429047639,4.36557456851e-11,3.63797880709e-11
0.00137,2765.70571071,59.6758979011,20709466.7277,415.090204016,4.36557456851e-11,3.63797880709e-11
0.00138,2203.81627698,49.4416634465,11378800.2486,268.102865225,4.36557456851e-11,3.63797880709e-11
0.00139,1823.83618886,39.5246242542,10072224.0174,170.074097168,4.36557456851e-11,3.63797880709e-11
0.0014,1518.60801459,32.2880253512,6049304.71153,95.8521098373,4.36557456851e-11,3.63797880709e-11
0.00141,1257.688884,26.754456121,5161309.17652,44.2590087292,4.36557456851e-11,3.63797880709e-11
0.00142,1066.10810451,21.9011790317,3294876.63376,5.12130774464,4.36557456851e-11,3.63797880709e-11
0.00143,886.928189474,18.5250566338,2760347.14895,25.4683914763,4.36557456851e-11,3.63797880709e-11
0.00144,758.858651299,15.3067079536,1854141.78262,46.60969991,4.36557456851e-11,3.63797880709e-11
0.00145,636.270227597,13.1106141154,1534532.85952,62.1426529067,4.36557456851e-11,3.63797880709e-11
0.00146,548.08436077,10.9649798071,1079995.29911,74.1785567783,4.36557456851e-11,3.63797880709e-11
0.00147,464.181567655,9.47104348288,886004.038123,83.239645267,4.36557456851e-11,3.63797880709e-11
0.00148,402.149395522,8.04298791044,650522.404036,90.3480506059,4.36557456851e-11,3.63797880709e-11
0.00149,344.429380753,6.9742830872,531240.023465,95.8244834026,4.36557456851e-11,3.63797880709e-11
0.0015,299.917995503,5.99835991006,404603.002891,100.175793773,4.36557456851e-11,3.63797880709e-11
0.00151,259.888992937,5.22917441704,330534.214986,103.600894027,4.36557456851e-11,3.63797880709e-11
0.00152,227.331887615,4.54663775229,259536.308113,106.358372003,4.36557456851e-11,3.63797880709e-11
0.00153,199.315690487,3.9882894111,213064.467184,108.571850367,4.36557456851e-11,3.63797880709e-11
0.00154,175.063828779,3.510664095,171524.512617,110.378059228,4.36557456851e-11,3.63797880709e-11
0.00155,155.27554167,3.10551083341,141978.509205,111.853817354,4.36557456851e-11,3.63797880709e-11
0.00156,137.598114914,2.75418214807,116664.941257,113.074421844,4.36557456851e-11,3.63797880709e-11
0.00157,122.797979186,2.45595958373,97566.4223155,114.087746247,4.36557456851e-11,3.63797880709e-11
0.00158,109.690824706,2.19381649411,81558.9844485,114.937014894,4.36557456851e-11,3.63797880709e-11
0.00159,98.5146003205,1.97029200641,68974.9416965,115.652297629,4.36557456851e-11,3.63797880709e-11
0.0016,88.6439069646,1.77287813929,58512.5798075,116.259399659,4.36557456851e-11,3.63797880709e-11
